order_date,order_number,line_item,product_key,quantity,customer_key,store_key,currency_code,delivery_date
2018-02-19,1146021,1,1575,3,2014226,51,USD,
2018-02-19,1146021,2,1372,7,2014226,51,USD,
2018-02-20,1147000,1,396,1,1635484,43,USD,
2018-02-20,1147001,1,1641,5,1621372,57,USD,
2018-02-20,1147001,2,585,2,1621372,57,USD,
2018-02-20,1147001,3,459,2,1621372,57,USD,
2018-02-20,1147001,4,1573,3,1621372,57,USD,
2018-02-20,1147001,5,1557,3,1621372,57,USD,
2018-02-20,1147002,1,2076,4,905730,36,GBP,
2018-02-20,1147002,2,608,3,905730,36,GBP,
2018-02-20,1147004,1,732,3,1307638,44,USD,
2018-02-20,1147004,2,443,2,1307638,44,USD,
2018-02-20,1147004,3,16,2,1307638,44,USD,
2018-02-20,1147004,5,1606,1,1307638,44,USD,
2018-02-20,1147005,1,1643,2,1606868,45,USD,
2018-02-20,1147006,1,440,3,2026801,56,USD,
2018-02-20,1147006,2,2108,2,2026801,56,USD,
2018-02-20,1147006,3,53,10,2026801,56,USD,
2018-02-20,1147007,1,1672,2,1585780,66,USD,
2018-02-20,1147008,1,1364,1,1226395,45,USD,
2018-02-20,1147008,2,393,6,1226395,45,USD,
2018-02-20,1147008,3,1515,2,1226395,45,USD,
2018-02-20,1147008,4,920,6,1226395,45,USD,
2018-02-20,1147008,5,2098,7,1226395,45,USD,
2018-02-20,1147008,6,422,2,1226395,45,USD,
2018-02-20,1147008,7,1803,1,1226395,45,USD,
2018-02-20,1147009,1,1639,4,875681,33,EUR,
2018-02-20,1147010,1,449,1,154973,6,AUD,
2018-02-20,1147011,1,330,1,579674,22,EUR,
2018-02-20,1147011,2,71,3,579674,22,EUR,
2018-02-20,1147012,1,440,3,961200,38,GBP,
2018-02-20,1147012,2,2176,4,961200,38,GBP,
2018-02-20,1147012,3,427,1,961200,38,GBP,
2018-02-20,1147013,1,1575,1,1484183,54,USD,
2018-02-20,1147013,2,1461,4,1484183,54,USD,
2018-02-20,1147014,1,2496,1,1393392,47,USD,
2018-02-20,1147014,2,1658,2,1393392,47,USD,
2018-02-20,1147016,1,1687,1,42177,6,AUD,
2018-02-20,1147016,2,1462,2,42177,6,AUD,
2018-02-20,1147016,3,1609,1,42177,6,AUD,
2018-02-20,1147016,4,2115,2,42177,6,AUD,
2018-02-20,1147017,1,9,3,162300,5,AUD,
2018-02-20,1147018,1,540,3,1276598,0,USD,2018-02-27
2018-02-20,1147018,2,425,1,1276598,0,USD,2018-02-27
2018-02-20,1147018,3,1602,2,1276598,0,USD,2018-02-27
2018-02-20,1147019,1,1622,1,1598894,57,USD,
2018-02-20,1147019,2,694,1,1598894,57,USD,
2018-02-20,1147020,1,449,1,1424341,44,USD,
2018-02-20,1147021,1,2099,5,1784986,48,USD,
2018-02-20,1147022,1,100,1,1625232,54,USD,
2018-02-20,1147023,1,1607,1,349086,0,CAD,2018-02-28
2018-02-20,1147024,1,594,8,139856,5,AUD,
2018-02-20,1147024,2,398,2,139856,5,AUD,
2018-02-20,1147024,3,1350,2,139856,5,AUD,
2018-02-20,1147024,4,535,4,139856,5,AUD,
2018-02-20,1147024,5,114,9,139856,5,AUD,
2018-02-20,1147024,6,159,10,139856,5,AUD,
2018-02-20,1147025,1,2500,2,1093788,37,GBP,
2018-02-20,1147025,2,1225,2,1093788,37,GBP,
2018-02-20,1147025,3,1012,2,1093788,37,GBP,
2018-02-20,1147025,4,1562,2,1093788,37,GBP,
2018-02-20,1147026,1,1720,4,1681186,63,USD,
2018-02-20,1147026,2,1181,5,1681186,63,USD,
2018-02-20,1147026,3,573,1,1681186,63,USD,
2018-02-20,1147026,4,1869,1,1681186,63,USD,
2018-02-20,1147026,5,2109,6,1681186,63,USD,
2018-02-21,1148000,1,1206,10,1828761,0,USD,2018-02-24
2018-02-21,1148001,1,1673,2,1143470,40,GBP,
2018-02-21,1148002,1,1661,3,284346,0,CAD,2018-02-24
2018-02-21,1148002,2,2038,6,284346,0,CAD,2018-02-24
2018-02-21,1148002,3,1689,2,284346,0,CAD,2018-02-24
2018-02-21,1148003,1,1468,3,1384111,56,USD,
2018-02-21,1148003,2,68,2,1384111,56,USD,
2018-02-21,1148003,3,1680,2,1384111,56,USD,
2018-02-21,1148003,4,82,4,1384111,56,USD,
2018-02-21,1148004,1,213,3,1564733,0,USD,2018-03-03
2018-02-21,1148005,1,85,2,1466728,0,USD,2018-03-03
2018-02-21,1148005,3,105,2,1466728,0,USD,2018-03-03
2018-02-21,1148006,1,1077,1,1860085,47,USD,
2018-02-21,1148006,2,114,1,1860085,47,USD,
2018-02-21,1148006,3,1701,5,1860085,47,USD,
2018-02-21,1148007,1,1552,4,991911,0,GBP,2018-02-24
2018-02-21,1148008,1,666,1,2048840,59,USD,
2018-02-21,1148008,2,505,1,2048840,59,USD,
2018-02-21,1148009,1,370,7,1760369,64,USD,
2018-02-21,1148009,2,353,3,1760369,64,USD,
2018-02-21,1148009,3,1546,2,1760369,64,USD,
2018-02-21,1148011,1,90,1,2002288,56,USD,
2018-02-21,1148012,1,1803,7,1596027,54,USD,
2018-02-21,1148013,1,70,7,1314888,0,USD,2018-02-26
2018-02-21,1148013,2,1823,5,1314888,0,USD,2018-02-26
2018-02-21,1148013,3,687,2,1314888,0,USD,2018-02-26
2018-02-21,1148014,1,1843,4,1906508,59,USD,
2018-02-21,1148014,2,423,3,1906508,59,USD,
2018-02-21,1148014,3,86,4,1906508,59,USD,
2018-02-21,1148014,5,1364,6,1906508,59,USD,
2018-02-21,1148015,1,2095,3,758899,30,EUR,
2018-02-21,1148015,2,1467,1,758899,30,EUR,
2018-02-21,1148015,3,1546,3,758899,30,EUR,
2018-02-21,1148016,1,2515,5,241230,9,CAD,
2018-02-21,1148016,2,2007,1,241230,9,CAD,
2018-02-21,1148016,3,456,3,241230,9,CAD,
2018-02-21,1148018,1,1449,1,608461,15,EUR,
2018-02-21,1148018,2,88,1,608461,15,EUR,
2018-02-21,1148019,1,158,1,1302010,65,USD,
2018-02-21,1148019,2,588,2,1302010,65,USD,
2018-02-21,1148019,3,161,1,1302010,65,USD,
2018-02-21,1148019,4,518,5,1302010,65,USD,
2018-02-21,1148020,1,1093,4,1670789,0,USD,2018-02-24
2018-02-21,1148020,2,1438,2,1670789,0,USD,2018-02-24
2018-02-21,1148020,3,54,1,1670789,0,USD,2018-02-24
2018-02-21,1148020,4,67,2,1670789,0,USD,2018-02-24
2018-02-21,1148020,5,2488,2,1670789,0,USD,2018-02-24
2018-02-21,1148020,6,420,7,1670789,0,USD,2018-02-24
2018-02-21,1148020,7,2303,4,1670789,0,USD,2018-02-24
2018-02-21,1148021,1,324,3,1019974,40,GBP,
2018-02-21,1148021,2,1577,1,1019974,40,GBP,
2018-02-21,1148023,1,2516,2,858185,33,EUR,
2018-02-21,1148023,2,1459,8,858185,33,EUR,
2018-02-21,1148024,1,2366,4,1588014,61,USD,
2018-02-21,1148024,2,51,6,1588014,61,USD,
2018-02-21,1148024,3,1639,3,1588014,61,USD,
2018-02-21,1148025,1,2097,1,343129,8,CAD,
2018-02-21,1148025,2,613,1,343129,8,CAD,
2018-02-21,1148026,1,1648,2,1853113,55,USD,
2018-02-21,1148027,1,443,2,1746251,44,USD,
2018-02-21,1148028,1,512,3,242098,10,CAD,
2018-02-21,1148028,2,118,3,242098,10,CAD,
2018-02-21,1148030,1,1296,3,1629058,64,USD,
2018-02-21,1148030,2,1726,7,1629058,64,USD,
2018-02-21,1148030,3,1704,5,1629058,64,USD,
2018-02-21,1148031,1,747,3,2032912,57,USD,
2018-02-21,1148031,2,2114,10,2032912,57,USD,
2018-02-21,1148031,3,2030,1,2032912,57,USD,
2018-02-21,1148031,4,444,5,2032912,57,USD,
2018-02-21,1148032,1,1660,2,1682386,51,USD,
2018-02-21,1148032,2,456,2,1682386,51,USD,
2018-02-21,1148032,3,1617,2,1682386,51,USD,
2018-02-21,1148033,1,1581,2,1648699,64,USD,
2018-02-21,1148033,2,1510,4,1648699,64,USD,
2018-02-21,1148035,1,667,3,1284953,0,USD,2018-03-02
2018-02-22,1149000,1,98,4,1078242,0,GBP,2018-02-24
2018-02-22,1149000,2,1637,1,1078242,0,GBP,2018-02-24
2018-02-22,1149001,1,554,1,1433389,0,USD,2018-02-26
2018-02-22,1149001,2,2506,3,1433389,0,USD,2018-02-26
2018-02-22,1149001,3,79,1,1433389,0,USD,2018-02-26
2018-02-22,1149002,1,2071,2,884835,31,EUR,
2018-02-22,1149002,2,1569,1,884835,31,EUR,
2018-02-22,1149003,1,57,1,964158,42,GBP,
2018-02-22,1149003,2,2052,6,964158,42,GBP,
2018-02-22,1149003,3,438,2,964158,42,GBP,
2018-02-22,1149004,1,2014,3,577143,23,EUR,
2018-02-22,1149005,1,234,2,475485,23,EUR,
2018-02-22,1149006,1,419,2,1233674,64,USD,
2018-02-22,1149006,2,2091,4,1233674,64,USD,
2018-02-22,1149007,1,47,1,1326610,47,USD,
2018-02-22,1149007,2,2032,3,1326610,47,USD,
2018-02-22,1149007,3,429,1,1326610,47,USD,
2018-02-22,1149008,1,64,4,2087937,61,USD,
2018-02-22,1149008,2,1440,1,2087937,61,USD,
2018-02-22,1149009,1,1411,1,643597,18,EUR,
2018-02-22,1149010,1,1692,1,2061563,63,USD,
2018-02-22,1149010,2,460,1,2061563,63,USD,
2018-02-22,1149010,3,1760,1,2061563,63,USD,
2018-02-22,1149011,1,389,7,1164576,37,GBP,
2018-02-22,1149012,1,1814,5,359409,10,CAD,
2018-02-22,1149012,2,1814,2,359409,10,CAD,
2018-02-22,1149013,1,1575,1,343183,9,CAD,
2018-02-22,1149013,2,1625,4,343183,9,CAD,
2018-02-22,1149013,3,1573,2,343183,9,CAD,
2018-02-22,1149013,4,440,7,343183,9,CAD,
2018-02-22,1149013,5,161,1,343183,9,CAD,
2018-02-22,1149014,1,2493,2,1731696,54,USD,
2018-02-22,1149015,1,1395,1,1406216,0,USD,2018-02-25
2018-02-22,1149015,2,651,2,1406216,0,USD,2018-02-25
2018-02-22,1149015,3,190,1,1406216,0,USD,2018-02-25
2018-02-22,1149015,4,48,1,1406216,0,USD,2018-02-25
2018-02-22,1149015,5,2513,6,1406216,0,USD,2018-02-25
2018-02-22,1149016,1,300,2,1819268,59,USD,
2018-02-22,1149016,2,1632,1,1819268,59,USD,
2018-02-22,1149016,3,63,6,1819268,59,USD,
2018-02-22,1149017,1,129,1,535496,19,EUR,
2018-02-22,1149017,2,1586,1,535496,19,EUR,
2018-02-22,1149017,3,147,7,535496,19,EUR,
2018-02-22,1149017,4,2372,2,535496,19,EUR,
2018-02-22,1149018,1,394,5,1957841,57,USD,
2018-02-22,1149018,2,170,10,1957841,57,USD,
2018-02-22,1149018,4,166,8,1957841,57,USD,
2018-02-22,1149018,5,2363,4,1957841,57,USD,
2018-02-22,1149018,6,421,1,1957841,57,USD,
2018-02-22,1149018,7,1606,1,1957841,57,USD,
2018-02-22,1149019,1,881,1,708076,29,EUR,
2018-02-22,1149019,2,119,1,708076,29,EUR,
2018-02-22,1149019,3,612,4,708076,29,EUR,
2018-02-22,1149020,1,1524,3,60454,5,AUD,
2018-02-22,1149020,2,625,1,60454,5,AUD,
2018-02-22,1149021,1,1615,7,38195,6,AUD,
2018-02-22,1149021,2,2089,5,38195,6,AUD,
2018-02-22,1149022,1,441,1,1686257,61,USD,
2018-02-22,1149022,2,446,4,1686257,61,USD,
2018-02-22,1149023,1,1679,5,362234,9,CAD,
2018-02-22,1149023,2,1632,1,362234,9,CAD,
2018-02-22,1149023,3,1458,7,362234,9,CAD,
2018-02-22,1149023,4,1588,3,362234,9,CAD,
2018-02-22,1149023,5,2146,1,362234,9,CAD,
2018-02-22,1149023,6,1460,1,362234,9,CAD,
2018-02-22,1149024,1,11,4,211067,9,CAD,
2018-02-22,1149025,1,1296,6,1316237,0,USD,2018-02-28
2018-02-22,1149026,1,80,2,772732,29,EUR,
2018-02-22,1149026,2,1656,6,772732,29,EUR,
2018-02-22,1149026,3,706,3,772732,29,EUR,
2018-02-22,1149027,1,1166,4,777143,0,EUR,2018-02-25
2018-02-22,1149027,2,1440,2,777143,0,EUR,2018-02-25
2018-02-22,1149029,1,440,1,1489156,53,USD,
2018-02-22,1149030,1,2092,6,1898417,61,USD,
2018-02-22,1149031,1,73,7,1586325,50,USD,
2018-02-22,1149031,2,944,7,1586325,50,USD,
2018-02-22,1149031,3,456,3,1586325,50,USD,
2018-02-22,1149031,4,2188,1,1586325,50,USD,
2018-02-22,1149031,5,1437,3,1586325,50,USD,
2018-02-22,1149031,6,1675,1,1586325,50,USD,
2018-02-22,1149032,1,1170,1,1691284,59,USD,
2018-02-22,1149033,1,55,1,545755,20,EUR,
2018-02-22,1149033,2,125,2,545755,20,EUR,
2018-02-22,1149033,3,2108,3,545755,20,EUR,
2018-02-22,1149033,4,2496,2,545755,20,EUR,
2018-02-22,1149033,5,689,2,545755,20,EUR,
2018-02-22,1149033,6,1013,1,545755,20,EUR,
2018-02-22,1149033,7,1630,3,545755,20,EUR,
2018-02-22,1149034,1,2023,3,1622857,61,USD,
2018-02-22,1149034,2,1773,7,1622857,61,USD,
2018-02-22,1149035,1,102,7,1524428,64,USD,
2018-02-22,1149035,3,135,4,1524428,64,USD,
2018-02-22,1149035,4,2104,2,1524428,64,USD,
2018-02-22,1149036,1,65,1,321313,8,CAD,
2018-02-22,1149036,2,412,1,321313,8,CAD,
2018-02-22,1149037,1,530,2,1381115,64,USD,
2018-02-22,1149037,2,1474,6,1381115,64,USD,
2018-02-22,1149037,3,1440,5,1381115,64,USD,
2018-02-22,1149037,4,1621,1,1381115,64,USD,
2018-02-22,1149038,1,1645,3,1256294,51,USD,
2018-02-22,1149038,2,100,1,1256294,51,USD,
2018-02-22,1149038,3,57,7,1256294,51,USD,
2018-02-22,1149039,1,2022,7,1367439,48,USD,
2018-02-22,1149039,2,1749,1,1367439,48,USD,
2018-02-22,1149040,1,1696,1,631580,12,EUR,
2018-02-22,1149040,2,2101,6,631580,12,EUR,
2018-02-23,1150000,1,453,1,1937213,0,USD,2018-02-26
2018-02-23,1150000,2,1381,1,1937213,0,USD,2018-02-26
2018-02-23,1150001,1,1395,1,542485,0,EUR,2018-03-01
2018-02-23,1150001,2,449,7,542485,0,EUR,2018-03-01
2018-02-23,1150001,3,1618,1,542485,0,EUR,2018-03-01
2018-02-23,1150002,1,709,1,1688921,0,USD,2018-02-24
2018-02-23,1150002,2,1,2,1688921,0,USD,2018-02-24
2018-02-23,1150002,4,759,2,1688921,0,USD,2018-02-24
2018-02-23,1150003,1,1240,8,1286466,66,USD,
2018-02-23,1150003,2,647,5,1286466,66,USD,
2018-02-23,1150004,1,1233,1,456029,24,EUR,
2018-02-23,1150007,1,1624,2,68082,0,AUD,2018-03-06
2018-02-23,1150007,2,1822,2,68082,0,AUD,2018-03-06
2018-02-23,1150007,3,583,1,68082,0,AUD,2018-03-06
2018-02-23,1150007,4,2350,1,68082,0,AUD,2018-03-06
2018-02-23,1150008,1,447,2,2052752,45,USD,
2018-02-23,1150009,1,1491,2,1764995,47,USD,
2018-02-23,1150009,2,1880,2,1764995,47,USD,
2018-02-23,1150009,3,114,5,1764995,47,USD,
2018-02-23,1150009,4,1861,5,1764995,47,USD,
2018-02-23,1150011,1,1641,6,1428814,55,USD,
2018-02-23,1150012,1,1450,3,788408,29,EUR,
2018-02-23,1150012,2,590,7,788408,29,EUR,
2018-02-23,1150012,3,1710,2,788408,29,EUR,
2018-02-23,1150012,4,1452,3,788408,29,EUR,
2018-02-23,1150013,1,1515,1,973459,37,GBP,
2018-02-23,1150013,2,1570,1,973459,37,GBP,
2018-02-23,1150013,3,1431,1,973459,37,GBP,
2018-02-23,1150013,4,1416,3,973459,37,GBP,
2018-02-23,1150013,5,489,1,973459,37,GBP,
2018-02-23,1150014,1,2444,6,2096472,57,USD,
2018-02-23,1150014,2,694,8,2096472,57,USD,
2018-02-23,1150014,3,440,2,2096472,57,USD,
2018-02-23,1150014,4,2095,3,2096472,57,USD,
2018-02-23,1150014,5,1615,3,2096472,57,USD,
2018-02-23,1150015,1,440,1,1013139,41,GBP,
2018-02-23,1150015,2,2143,2,1013139,41,GBP,
2018-02-23,1150016,1,1702,2,1109178,41,GBP,
2018-02-23,1150016,2,2049,2,1109178,41,GBP,
2018-02-23,1150016,3,1581,6,1109178,41,GBP,
2018-02-23,1150017,1,2028,3,1544244,64,USD,
2018-02-23,1150017,2,2481,1,1544244,64,USD,
2018-02-23,1150017,3,1449,2,1544244,64,USD,
2018-02-23,1150017,4,441,2,1544244,64,USD,
2018-02-23,1150017,5,1475,3,1544244,64,USD,
2018-02-23,1150018,1,60,2,727094,0,EUR,2018-03-04
2018-02-23,1150018,2,1089,2,727094,0,EUR,2018-03-04
2018-02-23,1150018,3,433,2,727094,0,EUR,2018-03-04
2018-02-23,1150018,4,79,6,727094,0,EUR,2018-03-04
2018-02-23,1150019,1,1587,1,1199293,41,GBP,
2018-02-23,1150020,1,2509,5,1804464,53,USD,
2018-02-23,1150020,2,1217,3,1804464,53,USD,
2018-02-23,1150021,1,1464,5,1792010,56,USD,
2018-02-23,1150022,1,1780,1,948795,37,GBP,
2018-02-23,1150022,2,1355,1,948795,37,GBP,
2018-02-23,1150023,1,356,2,1322029,54,USD,
2018-02-23,1150024,1,2029,1,544822,22,EUR,
2018-02-23,1150024,2,1414,1,544822,22,EUR,
2018-02-24,1151000,1,347,4,227646,9,CAD,
2018-02-24,1151000,2,2301,1,227646,9,CAD,
2018-02-24,1151000,3,1272,7,227646,9,CAD,
2018-02-24,1151000,4,220,2,227646,9,CAD,
2018-02-24,1151000,5,1561,1,227646,9,CAD,
2018-02-24,1151000,6,1285,1,227646,9,CAD,
2018-02-24,1151001,1,1601,8,1507400,45,USD,
2018-02-24,1151001,2,2188,7,1507400,45,USD,
2018-02-24,1151002,1,2090,8,326396,0,CAD,2018-02-27
2018-02-24,1151002,2,972,2,326396,0,CAD,2018-02-27
2018-02-24,1151003,1,458,3,598454,24,EUR,
2018-02-24,1151003,2,1654,1,598454,24,EUR,
2018-02-24,1151004,1,1690,1,1543325,57,USD,
2018-02-24,1151004,2,1201,4,1543325,57,USD,
2018-02-24,1151004,3,975,4,1543325,57,USD,
2018-02-24,1151005,1,1685,3,1647588,65,USD,
2018-02-24,1151005,2,1584,2,1647588,65,USD,
2018-02-24,1151006,1,1945,4,678886,16,EUR,
2018-02-24,1151006,2,1559,5,678886,16,EUR,
2018-02-24,1151006,3,1664,7,678886,16,EUR,
2018-02-24,1151006,4,1048,8,678886,16,EUR,
2018-02-24,1151006,5,48,1,678886,16,EUR,
2018-02-24,1151007,1,58,3,1187306,42,GBP,
2018-02-24,1151008,1,1482,1,445826,22,EUR,
2018-02-24,1151008,2,1743,6,445826,22,EUR,
2018-02-24,1151008,3,1124,5,445826,22,EUR,
2018-02-24,1151009,1,1440,1,1582077,50,USD,
2018-02-24,1151010,1,2102,2,1714594,63,USD,
2018-02-24,1151011,1,2070,5,1038082,38,GBP,
2018-02-24,1151012,1,802,3,2074361,45,USD,
2018-02-24,1151012,2,1647,3,2074361,45,USD,
2018-02-24,1151013,1,1628,6,765949,29,EUR,
2018-02-24,1151013,2,1479,1,765949,29,EUR,
2018-02-24,1151014,1,2086,3,708260,30,EUR,
2018-02-24,1151014,2,448,2,708260,30,EUR,
2018-02-24,1151014,3,1414,6,708260,30,EUR,
2018-02-24,1151015,1,1670,2,1685055,0,USD,2018-02-27
2018-02-24,1151015,2,223,2,1685055,0,USD,2018-02-27
2018-02-24,1151015,3,442,1,1685055,0,USD,2018-02-27
2018-02-24,1151015,4,2014,7,1685055,0,USD,2018-02-27
2018-02-24,1151016,1,420,6,380931,0,CAD,2018-02-28
2018-02-24,1151016,2,1707,7,380931,0,CAD,2018-02-28
2018-02-24,1151016,3,1192,2,380931,0,CAD,2018-02-28
2018-02-24,1151017,1,1628,7,1776672,66,USD,
2018-02-24,1151017,2,560,1,1776672,66,USD,
2018-02-24,1151019,1,966,2,1559342,53,USD,
2018-02-24,1151019,2,2149,3,1559342,53,USD,
2018-02-24,1151019,3,608,7,1559342,53,USD,
2018-02-24,1151020,1,105,6,1372423,66,USD,
2018-02-24,1151020,2,1774,2,1372423,66,USD,
2018-02-24,1151020,3,56,6,1372423,66,USD,
2018-02-24,1151020,4,1936,1,1372423,66,USD,
2018-02-24,1151020,5,1460,2,1372423,66,USD,
2018-02-24,1151020,6,128,1,1372423,66,USD,
2018-02-24,1151021,1,438,1,856525,33,EUR,
2018-02-24,1151022,1,460,7,1778440,65,USD,
2018-02-24,1151023,1,2141,2,1124659,39,GBP,
2018-02-24,1151023,2,1651,3,1124659,39,GBP,
2018-02-24,1151023,3,961,5,1124659,39,GBP,
2018-02-24,1151023,4,1543,3,1124659,39,GBP,
2018-02-24,1151023,5,1671,4,1124659,39,GBP,
2018-02-24,1151023,6,1499,2,1124659,39,GBP,
2018-02-24,1151024,1,1643,8,109580,1,AUD,
2018-02-24,1151024,2,1668,4,109580,1,AUD,
2018-02-24,1151024,3,1367,2,109580,1,AUD,
2018-02-24,1151025,1,1605,1,1680728,63,USD,
2018-02-24,1151025,2,1749,4,1680728,63,USD,
2018-02-24,1151026,1,1938,4,1749157,0,USD,2018-03-01
2018-02-24,1151026,2,1998,7,1749157,0,USD,2018-03-01
2018-02-24,1151026,3,1990,5,1749157,0,USD,2018-03-01
2018-02-24,1151026,4,1565,6,1749157,0,USD,2018-03-01
2018-02-24,1151026,5,115,2,1749157,0,USD,2018-03-01
2018-02-24,1151026,6,1585,4,1749157,0,USD,2018-03-01
2018-02-24,1151026,7,146,3,1749157,0,USD,2018-03-01
2018-02-24,1151027,1,1624,5,761433,29,EUR,
2018-02-24,1151027,2,453,1,761433,29,EUR,
2018-02-24,1151028,1,500,8,965133,36,GBP,
2018-02-24,1151029,1,439,4,1660175,0,USD,2018-02-27
2018-02-24,1151030,1,1445,1,371459,8,CAD,
2018-02-24,1151030,2,78,1,371459,8,CAD,
2018-02-24,1151031,1,58,6,811809,34,EUR,
2018-02-24,1151031,2,1761,1,811809,34,EUR,
2018-02-24,1151031,3,578,1,811809,34,EUR,
2018-02-24,1151032,1,969,3,1868588,66,USD,
2018-02-24,1151032,2,1556,2,1868588,66,USD,
2018-02-24,1151032,3,1607,4,1868588,66,USD,
2018-02-24,1151032,4,441,1,1868588,66,USD,
2018-02-24,1151032,5,1931,3,1868588,66,USD,
2018-02-24,1151032,6,334,6,1868588,66,USD,
2018-02-24,1151033,1,268,5,1547777,0,USD,2018-02-28
2018-02-24,1151034,1,1625,8,95275,5,AUD,
2018-02-24,1151034,2,66,1,95275,5,AUD,
2018-02-24,1151034,3,2475,1,95275,5,AUD,
2018-02-24,1151035,1,163,1,1311674,0,USD,2018-02-27
2018-02-24,1151035,2,559,2,1311674,0,USD,2018-02-27
2018-02-24,1151035,3,2341,7,1311674,0,USD,2018-02-27
2018-02-24,1151035,4,1666,8,1311674,0,USD,2018-02-27
2018-02-24,1151036,1,533,7,1983111,55,USD,
2018-02-24,1151037,1,1567,2,1005880,0,GBP,2018-02-28
2018-02-24,1151037,2,2386,1,1005880,0,GBP,2018-02-28
2018-02-24,1151037,3,748,1,1005880,0,GBP,2018-02-28
2018-02-24,1151037,4,453,2,1005880,0,GBP,2018-02-28
2018-02-24,1151038,1,1703,7,252545,10,CAD,
2018-02-24,1151038,2,1254,2,252545,10,CAD,
2018-02-24,1151039,1,591,5,892786,33,EUR,
2018-02-24,1151039,2,2154,1,892786,33,EUR,
2018-02-24,1151039,3,455,5,892786,33,EUR,
2018-02-24,1151040,1,606,7,774165,30,EUR,
2018-02-24,1151040,2,1561,7,774165,30,EUR,
2018-02-24,1151040,3,51,3,774165,30,EUR,
2018-02-24,1151041,1,1359,3,270614,9,CAD,
2018-02-24,1151041,2,1823,1,270614,9,CAD,
2018-02-24,1151042,1,1511,1,1980499,66,USD,
2018-02-24,1151042,2,78,1,1980499,66,USD,
2018-02-24,1151042,4,424,2,1980499,66,USD,
2018-02-24,1151043,1,292,2,480516,24,EUR,
2018-02-24,1151043,2,1708,1,480516,24,EUR,
2018-02-24,1151043,3,1456,4,480516,24,EUR,
2018-02-24,1151044,1,1597,2,1357408,45,USD,
2018-02-25,1152000,1,1652,7,1718920,64,USD,
2018-02-25,1152000,2,486,4,1718920,64,USD,
2018-02-25,1152001,1,294,6,1258687,59,USD,
2018-02-25,1152001,2,2349,2,1258687,59,USD,
2018-02-25,1152002,1,1619,2,224111,8,CAD,
2018-02-25,1152002,2,2065,5,224111,8,CAD,
2018-02-25,1152002,3,1803,2,224111,8,CAD,
2018-02-25,1152003,1,113,10,165032,6,AUD,
2018-02-26,1153000,1,2002,1,565369,20,EUR,
2018-02-26,1153000,2,1576,4,565369,20,EUR,
2018-02-26,1153000,3,1262,6,565369,20,EUR,
2018-02-26,1153001,1,83,2,350496,9,CAD,
2018-02-26,1153001,2,2091,1,350496,9,CAD,
2018-02-26,1153001,3,61,4,350496,9,CAD,
2018-02-26,1153002,1,2464,1,1437117,50,USD,
2018-02-26,1153002,2,1637,2,1437117,50,USD,
2018-02-26,1153002,3,484,3,1437117,50,USD,
2018-02-26,1153002,4,433,7,1437117,50,USD,
2018-02-26,1153003,1,384,1,1526098,56,USD,
2018-02-26,1153003,2,2006,2,1526098,56,USD,
2018-02-26,1153004,1,1301,4,914790,39,GBP,
2018-02-26,1153004,2,59,3,914790,39,GBP,
2018-02-26,1153005,1,801,1,1022328,41,GBP,
2018-02-26,1153005,2,46,2,1022328,41,GBP,
2018-02-26,1153006,1,1336,4,1084205,0,GBP,2018-03-04
2018-02-26,1153006,2,1652,1,1084205,0,GBP,2018-03-04
2018-02-26,1153007,1,1086,6,1591113,0,USD,2018-03-03
2018-02-26,1153007,2,175,8,1591113,0,USD,2018-03-03
2018-02-26,1153007,3,1588,3,1591113,0,USD,2018-03-03
2018-02-26,1153009,1,599,1,1131576,38,GBP,
2018-02-26,1153009,2,48,1,1131576,38,GBP,
2018-02-26,1153009,3,1625,2,1131576,38,GBP,
2018-02-26,1153010,1,351,1,290147,0,CAD,2018-03-02
2018-02-26,1153010,2,444,1,290147,0,CAD,2018-03-02
2018-02-26,1153010,3,434,2,290147,0,CAD,2018-03-02
2018-02-26,1153010,4,1431,2,290147,0,CAD,2018-03-02
2018-02-26,1153011,1,424,7,1585,5,AUD,
2018-02-26,1153012,1,1894,1,1392332,51,USD,
2018-02-26,1153012,2,928,2,1392332,51,USD,
2018-02-26,1153012,3,1578,7,1392332,51,USD,
2018-02-26,1153012,4,1426,2,1392332,51,USD,
2018-02-26,1153012,5,453,1,1392332,51,USD,
2018-02-26,1153013,1,1653,1,591374,24,EUR,
2018-02-26,1153013,2,445,3,591374,24,EUR,
2018-02-26,1153013,3,1121,3,591374,24,EUR,
2018-02-26,1153015,1,707,3,2007125,57,USD,
2018-02-26,1153016,1,2478,1,2063821,55,USD,
2018-02-27,1154001,1,145,9,569853,20,EUR,
2018-02-27,1154001,2,2437,3,569853,20,EUR,
2018-02-27,1154002,1,1670,1,1729878,65,USD,
2018-02-27,1154003,1,2197,1,1585758,51,USD,
2018-02-27,1154003,2,2103,2,1585758,51,USD,
2018-02-27,1154003,3,1080,5,1585758,51,USD,
2018-02-27,1154004,1,405,2,2038334,55,USD,
2018-02-27,1154004,2,427,1,2038334,55,USD,
2018-02-27,1154004,3,1495,1,2038334,55,USD,
2018-02-27,1154006,1,2512,1,1367439,54,USD,
2018-02-27,1154007,1,1259,7,1576331,59,USD,
2018-02-27,1154008,1,1637,3,1404813,54,USD,
2018-02-27,1154008,2,457,10,1404813,54,USD,
2018-02-27,1154008,3,2489,2,1404813,54,USD,
